director_name,actor_name,genres,movie_title
Louis Leterrier,Morgan Freeman,Action Crime Drama Thriller,unleashed
Roger Kumble,Judith Chapman,Comedy Romance,the sweetest thing
Sydney Pollack,Tom Cruise,Drama Mystery Thriller,the firm
Burr Steers,Augustus Prew,Drama Fantasy Romance,charlie st. cloud
Simon West,Jason Statham,Action Crime Thriller,the mechanic
Phil Lord,Channing Tatum,Action Comedy Crime,21 jump street
Roger Michell,Julia Roberts,Comedy Drama Romance,notting hill
Peter Lord,Imelda Staunton,Adventure Animation Comedy Drama Family,chicken run
John Hamburg,Philip Seymour Hoffman,Comedy Romance,along came polly
Reginald Hudlin,John Witherspoon,Comedy Drama Romance,boomerang
Paul Feig,Michael Rapaport,Action Comedy Crime,the heat
Joseph L. Mankiewicz,Martin Landau,Biography Drama History Romance,cleopatra
Frank Coraci,Salma Hayek,Action Comedy Sport,here comes the boom
Carl Franklin,Morgan Freeman,Crime Drama Mystery Thriller,high crimes
Barbra Streisand,Jeff Bridges,Comedy Drama Romance,the mirror has two faces
Mark Pellington,Debra Messing,Drama Horror Mystery Thriller,the mothman prophecies
Larry Charles,Bono,Comedy,brüno
John Glen,Robert Davi,Action Adventure Thriller,licence to kill
Catherine Hardwicke,Gary Oldman,Fantasy Horror Mystery Thriller,red riding hood
John Herzfeld,Robert De Niro,Action Crime Drama Thriller,15 minutes
Annabel Jankel,Bob Hoskins,Adventure Comedy Family Fantasy Sci-Fi,super mario bros.
Andrew Niccol,Nicolas Cage,Crime Drama Thriller,lord of war
Julie Anne Robinson,Fisher Stevens,Action Comedy Crime Romance Thriller,one for the money
Evan Goldberg,James Franco,Comedy,the interview
Sngmoo Lee,Tony Cox,Action Fantasy Western,the warrior's way
unknown,Tim Conway,Comedy War,mchale's navy            
Jean-Pierre Jeunet,Omar Sy,Action Comedy Crime,micmacs
Curtis Hanson,Mekhi Phifer,Drama Music,8 mile
Jamel Debbouze,Jamel Debbouze,Adventure Animation Comedy Family,animal kingdom: let's go ape
Brian Helgeland,Heath Ledger,Action Adventure Romance,a knight's tale
Gordon Chan,Julian Sands,Action Comedy Fantasy,the medallion
M. Night Shyamalan,Bruce Willis,Drama Mystery Thriller,the sixth sense
Asger Leth,Robert Clohessy,Action Crime Thriller,man on a ledge
David Frankel,Joel McHale,Comedy,the big year
David O. Russell,Jennifer Lawrence,Crime Drama,american hustle
Anne Fletcher,Ryan Reynolds,Comedy Drama Romance,the proposal
Bruce Beresford,Bruce Greenwood,Crime Mystery Thriller,double jeopardy
Robert Zemeckis,Lea Thompson,Adventure Comedy Sci-Fi,back to the future part ii
Luc Besson,Scarlett Johansson,Action Sci-Fi Thriller,lucy
Sam Taylor-Johnson,Jennifer Ehle,Drama Romance,fifty shades of grey
Robert Rodriguez,Sylvester Stallone,Action Adventure Comedy Family Sci-Fi,spy kids 3-d: game over
Joel Schumacher,Kevin Spacey,Crime Drama Thriller,a time to kill
Shawn Levy,Tom Welling,Comedy Family,cheaper by the dozen
Peter Berg,Jerry Ferrara,Action Biography Drama Thriller War,lone survivor
Penny Marshall,Tom Hanks,Comedy Drama Sport,a league of their own
James Wan,Javier Botet,Horror Mystery Thriller,the conjuring 2
David Fincher,Andrew Garfield,Biography Drama,the social network
Ken Kwapis,Carmen Perez,Comedy Drama Romance,he's just not that into you
David Zucker,Beau Mirchoff,Comedy,scary movie 4
Wes Craven,Kelly Rutherford,Horror Mystery,scream 3
Robert Zemeckis,Lea Thompson,Adventure Comedy Sci-Fi Western,back to the future part iii
Etan Cohen,Will Ferrell,Comedy Crime,get hard
Francis Ford Coppola,Keanu Reeves,Fantasy Horror Romance,bram stoker's dracula
Nora Ephron,Meryl Streep,Biography Drama Romance,julie & julia
Brian Helgeland,Harrison Ford,Biography Drama Sport,42
Anthony Minghella,Philip Seymour Hoffman,Crime Drama Thriller,the talented mr. ripley
Bobby Farrelly,Bill Murray,Comedy,dumb and dumber to
Frank Marshall,Paul Walker,Adventure Drama Family,eight below
Nancy Meyers,Robert De Niro,Comedy Drama,the intern
Tim Story,Olivia Munn,Action Comedy,ride along 2
Michael Mann,Wes Studi,Action Adventure Drama Romance War,the last of the mohicans
Taylor Hackford,Bokeem Woodbine,Biography Drama Music,ray
Frank Miller,Rosario Dawson,Crime Thriller,sin city
Pete Travis,Dennis Quaid,Crime Drama Mystery Thriller,vantage point
John Hamburg,J.K. Simmons,Comedy Romance,"i love you, man"
Bobby Farrelly,Jason Alexander,Comedy Drama Fantasy Romance,shallow hal
Oliver Stone,Sally Kirkland,Drama History Thriller,jfk
John Whitesell,Chloë Grace Moretz,Comedy Crime,big momma's house 2
Gore Verbinski,J.K. Simmons,Adventure Comedy Crime Romance,the mexican
Angelina Jolie Pitt,Finn Wittrock,Biography Drama Sport War,unbroken
Burr Steers,Matthew Perry,Comedy Drama Family Fantasy Romance,17 again
Nick Cassavetes,Don Johnson,Comedy Romance,the other woman
David R. Ellis,Krista Allen,Horror,the final destination
Steven Spielberg,Tom Hanks,Drama History Thriller,bridge of spies
John Moore,Joaquim de Almeida,Action Drama Thriller War,behind enemy lines
Nicholas Stoller,Pink,Comedy Music,get him to the greek
Peter Chelsom,Lisa Ann Walter,Comedy Drama Romance,shall we dance
Joe Dante,Kirsten Dunst,Action Adventure Comedy Family Sci-Fi,small soldiers
Mark A.Z. Dippé,Michael Jai White,Action Horror,spawn
Kevin Reynolds,Henry Cavill,Action Adventure Drama Romance Thriller,the count of monte cristo
Brad Furman,Matthew McConaughey,Crime Drama Thriller,the lincoln lawyer
Christopher Nolan,Christian Bale,Drama Mystery Sci-Fi Thriller,the prestige
Sean Anders,Kevin Spacey,Comedy Crime,horrible bosses 2
Cal Brunker,Brendan Fraser,Adventure Animation Comedy Family Sci-Fi,escape from planet earth
Mel Gibson,Rudy Youngblood,Action Adventure Drama Thriller,apocalypto
John Glen,Joe Don Baker,Action Adventure Thriller,the living daylights
Nimród Antal,Topher Grace,Action Adventure Sci-Fi Thriller,predators
Ivan Reitman,Brian Dennehy,Comedy Crime Romance,legal eagles
David Koepp,Johnny Depp,Mystery Thriller,secret window
Alejandro Agresti,Keanu Reeves,Drama Fantasy Romance,the lake house
Iain Softley,Gena Rowlands,Horror Mystery Thriller,the skeleton key
Peter Hedges,Jennifer Garner,Comedy Drama Family Fantasy,the odd life of timothy green
Paul Weiland,Busy Philipps,Comedy Romance,made of honor
Clint Eastwood,Johnny Cannizzaro,Biography Drama Music Musical,jersey boys
Francis Ford Coppola,Matt Damon,Crime Drama Thriller,the rainmaker
Mathieu Kassovitz,Robert Downey Jr.,Horror Mystery Thriller,gothika
Steven Spielberg,Anthony Hopkins,Drama History,amistad
John McTiernan,Lorraine Bracco,Adventure Drama Romance,medicine man
Colin Strause,Sam Trammell,Action Horror Sci-Fi Thriller,aliens vs. predator: requiem
Donald Petrie,Macaulay Culkin,Comedy Family,ri¢hie ri¢h
Joan Chen,J.K. Simmons,Drama Romance,autumn in new york
Marc Lawrence,Brad Garrett,Comedy Music Romance,music and lyrics
Greg Mottola,Bobby Lee,Adventure Comedy Sci-Fi,paul
Anne Fletcher,Miriam Margolyes,Comedy Drama,the guilt trip
Wes Craven,Alison Brie,Horror Mystery,scream 4
Joel Schumacher,Nicolas Cage,Mystery Thriller,8mm
Oliver Stone,Michael Wincott,Biography Drama Music Musical,the doors
Jake Kasdan,James Wilcox,Comedy,sex tape
Diane Keaton,Adam Arkin,Comedy Drama,hanging up
Steven Quale,Emma Bell,Horror,final destination 5
Kelly Makin,Jeanne Tripplehorn,Comedy Crime Romance,mickey blue eyes
Mimi Leder,Kevin Spacey,Drama,pay it forward
Bobby Farrelly,Jimmy Fallon,Comedy Drama Romance Sport,fever pitch
unknown,Bruce Dinsmore,Animation Comedy Family,arthur            
Steven Brill,Lisa Ann Walter,Comedy Drama,drillbit taylor
Seth MacFarlane,Liam Neeson,Comedy Western,a million ways to die in the west
Russell Mulcahy,Jonathan Winters,Action Adventure Crime Fantasy Mystery Thriller,the shadow
Stephen Daldry,Tom Hanks,Adventure Drama Mystery,extremely loud & incredibly close
Roger Michell,Noah Bean,Comedy Drama Romance,morning glory
Jim Sheridan,50 Cent,Biography Crime Drama Music,get rich or die tryin'
Christian Duguay,Michael Biehn,Action Adventure Crime Thriller,the art of war
Chris Columbus,Rosario Dawson,Drama Musical Romance,rent
Chuck Russell,Rufus Sewell,Crime Drama Horror Thriller,bless the child
Sam Weisman,Oliver Hudson,Comedy,the out-of-towners
John Frankenheimer,Marlon Brando,Horror Sci-Fi Thriller,the island of dr. moreau
Peter Hyams,Catherine Deneuve,Action Adventure Romance,the musketeer
Justin Chadwick,Natalie Portman,Biography Drama History Romance,the other boleyn girl
Pat O'Connor,Keanu Reeves,Drama Romance,sweet november
Stephen Hopkins,Stephen Rea,Horror Thriller,the reaping
Martin Scorsese,Robert De Niro,Crime Drama Romance Thriller,mean streets
Penny Marshall,Ed Begley Jr.,Comedy Drama,renaissance man
Olivier Megaton,Jordi Mollà,Action Crime Drama Thriller,colombiana
Frederik Du Chau,Gary Oldman,Adventure Animation Comedy Drama Family Fantasy Musical,the magic sword: quest for camelot
Michael Caton-Jones,Robert De Niro,Crime Drama Mystery Thriller,city by the sea
Irwin Winkler,Mira Sorvino,Drama Romance,at first sight
Joseph Kahn,Dane Cook,Action Comedy Crime,torque
Harold Becker,Al Pacino,Drama Thriller,city hall
Paul Verhoeven,Bobbie Phillips,Drama,showgirls
Sofia Coppola,Kirsten Dunst,Biography Drama History Romance,marie antoinette
Barbet Schroeder,Nicolas Cage,Action Crime Thriller,kiss of death
Stephen Kay,Sylvester Stallone,Action Crime Drama Thriller,get carter
J.A. Bayona,Naomi Watts,Drama Thriller,the impossible
Elaine May,Carol Kane,Action Adventure Comedy Music Thriller,ishtar
Wes Anderson,Bill Murray,Adventure Animation Comedy Crime Family,fantastic mr. fox
Stephen Herek,Angelina Jolie Pitt,Comedy Romance,life or something like it
John Carpenter,Richard Epcar,Comedy Romance Sci-Fi Thriller,memoirs of an invisible man
Jean-Pierre Jeunet,Mathieu Kassovitz,Comedy Romance,amélie
Dennie Gordon,Mary-Kate Olsen,Comedy Crime Family Romance,new york minute
Charles Shyer,Omar Epps,Comedy Drama Romance,alfie
Ken Kwapis,Ted Danson,Biography Drama Romance,big miracle
Ulu Grosbard,Alexa PenaVega,Drama,the deep end of the ocean
William Malone,Natascha McElhone,Crime Horror Thriller,feardotcom
Paul Weitz,Josh Hutcherson,Action Adventure Fantasy Thriller,cirque du freak: the vampire's assistant
Danny DeVito,Justin Theroux,Comedy,duplex
Malcolm D. Lee,Bernie Mac,Comedy Drama Music,soul men
Jerry Jameson,M. Emmet Walsh,Action Adventure Drama Thriller,raise the titanic
Mic Rodgers,Michael Jai White,Action Sci-Fi,universal soldier: the return
Christian Alvart,Norman Reedus,Action Horror Mystery Sci-Fi Thriller,pandorum
Gary Fleder,Gary Dourdan,Drama Mystery Sci-Fi Thriller,impostor
Christian Duguay,Rufus Sewell,Action Adventure Thriller,extreme ops
Jean-Marie Poiré,Bridgette Wilson-Sampras,Comedy Fantasy Sci-Fi,just visiting
Danny Boyle,Chris Evans,Adventure Sci-Fi Thriller,sunshine
Brian Robbins,John Gatins,Comedy Drama,a thousand words
Marc F. Adler,Eric Idle,Adventure Animation Comedy Fantasy Romance,delgo
Pierre Morel,Ray Winstone,Action Crime Drama Mystery Thriller,the gunman
Geoffrey Sax,Alex Pettyfer,Action Adventure Family Thriller,alex rider: operation stormbreaker
Iain Softley,Angelina Jolie Pitt,Comedy Crime Drama Thriller,hackers
Richard Shepard,James Brolin,Adventure Comedy Drama Romance Thriller War,the hunting party
Joel Coen,Jennifer Jason Leigh,Comedy Fantasy,the hudsucker proxy
Peter Ho-Sun Chan,Jet Li,Action Drama History Romance War,the warlords
Sergey Bodrov,Jay Hernandez,Drama History War,nomad: the warrior
Joon-ho Bong,Chris Evans,Action Drama Sci-Fi Thriller,snowpiercer
Bibo Bergeron,Adam Goldberg,Adventure Animation Comedy Fantasy Music Romance,a monster in paris
Jeff Nathanson,Matthew Broderick,Comedy,the last shot
Alex Proyas,Michael Wincott,Action Drama Fantasy,the crow
S.S. Rajamouli,Tamannaah Bhatia,Action Adventure Drama Fantasy War,baahubali: the beginning
Robert Schwentke,Arliss Howard,Drama Fantasy Romance Sci-Fi,the time traveler's wife
Michael Lehmann,Colin Ferguson,Comedy Romance,because i said so
Rob Cohen,Paul Walker,Action Crime Thriller,the fast and the furious
Tim Burton,Martin Landau,Animation Comedy Family Horror Sci-Fi,frankenweenie
Joss Whedon,Adam Baldwin,Action Adventure Sci-Fi Thriller,serenity
Charles S. Dutton,Omar Epps,Biography Drama Romance Sport,against the ropes
Richard Lester,Margot Kidder,Action Comedy Sci-Fi,superman iii
Peter Segal,Robert De Niro,Comedy Sport,grudge match
John Woo,Takeshi Kaneshiro,Action Adventure Drama History War,red cliff
Andy Tennant,Ethan Embry,Comedy Romance,sweet home alabama
Robert Luketic,Gerard Butler,Comedy Romance,the ugly truth
Jonathan Lynn,Austin Pendleton,Comedy,sgt. bilko
Robert Rodriguez,Steve Buscemi,Action Adventure Comedy Family Sci-Fi,spy kids 2: island of lost dreams
David Carson,LeVar Burton,Action Adventure Mystery Sci-Fi Thriller,star trek: generations
Kar-Wai Wong,Tony Chiu Wai Leung,Action Biography Drama,the grandmaster
Francis Lawrence,Robert Pattinson,Drama Romance,water for elephants
unknown,Joseph Gordon-Levitt,Comedy Family Sci-Fi,3rd rock from the sun            
Yuefeng Song,Blythe Auffarth,Adventure Animation Family Fantasy,dragon nest: warriors' dawn
Norman Jewison,Denzel Washington,Biography Drama Sport,the hurricane
Michael Apted,Bill Cobbs,Crime Drama Thriller,enough
David Mirkin,Sarah Silverman,Comedy Crime Romance,heartbreakers
Andy Fickman,D.B. Woodside,Action Comedy Crime,paul blart: mall cop 2
Luis Mandoki,Sonia Braga,Drama Romance,angel eyes
John Pasquin,Jim Belushi,Comedy Drama,joe somebody
Roman Polanski,Johnny Depp,Mystery Thriller,the ninth gate
Michael Apted,J.K. Simmons,Crime Drama Mystery Thriller,extreme measures
Stephen Herek,Beth Grant,Drama Music,rock star
Ridley Scott,Jeff Bridges,Adventure Drama,white squall
John Carpenter,Wilford Brimley,Horror Mystery Sci-Fi,the thing
David Twohy,Vin Diesel,Action Sci-Fi Thriller,riddick
Jeb Stuart,Gregory Scott Cummins,Crime Mystery Thriller,switchback
Steve Miner,Tom Skerritt,Action Adventure Drama Thriller Western,texas rangers
Gil Kenan,Bill Murray,Adventure Family Fantasy Sci-Fi,city of ember
Paul Thomas Anderson,Mike Howard,Drama,the master
David Leland,Hayden Christensen,Adventure Comedy History Romance,virgin territory
Gary Fleder,Dennis Quaid,Biography Drama Sport,the express
J Blakeson,Chloë Grace Moretz,Action Adventure Sci-Fi Thriller,the 5th wave
Ryan Coogler,Sylvester Stallone,Drama Sport,creed
Ben Affleck,Jeremy Renner,Crime Drama Thriller,the town
Kirk Jones,Anna Kendrick,Comedy Drama Romance,what to expect when you're expecting
Ethan Coen,J.K. Simmons,Comedy Drama,burn after reading
Jennifer Flackett,Gerard Butler,Adventure Comedy Family Fantasy,nim's island
Ron Howard,Chris Hemsworth,Action Biography Drama Sport,rush
Paul Thomas Anderson,Patton Oswalt,Drama,magnolia
Kevin Smith,Bruce Willis,Action Comedy Crime,cop out
Christian Ditter,Alison Brie,Comedy Romance,how to be single
Charles Martin Smith,Morgan Freeman,Drama Family,dolphin tale
Nick Cassavetes,Denzel Washington,Crime Drama Thriller,john q
Les Mayfield,Peter Greene,Action Comedy Crime Thriller,blue streak
Rawson Marshall Thurber,Laura-Leigh,Comedy Crime,we're the millers
Fedor Bondarchuk,Yuliya Snigir,Action Adventure Sci-Fi,obitaemyy ostrov
Jonathan Mostow,Kathleen Quinlan,Action Crime Drama Mystery Thriller,breakdown
Irvin Kershner,Bernie Casey,Action Adventure Thriller,never say never again
Steve Pink,Charlie McDermott,Comedy Sci-Fi,hot tub time machine
Charles Martin Smith,Morgan Freeman,Drama Family,dolphin tale 2
John Frankenheimer,Charlize Theron,Action Adventure Crime Drama Family Fantasy Romance Thriller,reindeer games
F. Gary Gray,Vin Diesel,Action Crime Drama Thriller,a man apart
Rob Reiner,Alexa PenaVega,Drama History,ghosts of mississippi
Scott Hicks,Rick Yune,Drama Mystery Romance Thriller,snow falling on cedars
Mikael Håfström,Anthony Hopkins,Drama Horror Mystery Thriller,the rite
Andrew Niccol,Blair Underwood,Drama Sci-Fi Thriller,gattaca
Andrew Bergman,Stockard Channing,Biography Comedy Romance,isn't she great
Kirk De Micco,Cheryl Hines,Adventure Animation Comedy Family Sci-Fi,space chimps
Chris Rock,Bernie Mac,Comedy,head of state
Todd Phillips,Bradley Cooper,Comedy,the hangover
Wilson Yip,Mike Tyson,Action Biography Drama History,ip man 3
Jay Roach,Muse Watson,Action Adventure Comedy Crime,austin powers: the spy who shagged me
Tim Burton,Michael Gough,Action Adventure,batman
Roland Joffé,Jordi Mollà,Biography Drama War,there be dragons
Richard Donner,Rene Russo,Action Crime Thriller,lethal weapon 3
John Lee Hancock,Catherine Dyer,Biography Drama Sport,the blind side
unknown,Jon Foo,Action Comedy Crime,rush hour            
Robert Rodriguez,Alexa PenaVega,Action Adventure Comedy Family Sci-Fi,spy kids
Seth Gordon,Kevin Spacey,Comedy Crime,horrible bosses
Ethan Coen,Matt Damon,Adventure Drama Western,true grit
David Frankel,Meryl Streep,Comedy Drama Romance,the devil wears prada
Robert Wise,Leonard Nimoy,Adventure Mystery Sci-Fi,star trek: the motion picture
Seth Gordon,Jon Favreau,Comedy Crime,identity thief
Martin Scorsese,Robert De Niro,Crime Thriller,cape fear
Robert Luketic,Kevin Spacey,Crime Drama Thriller,21
Judd Apatow,Amy Schumer,Comedy Romance,trainwreck
Kevin Rodney Sullivan,Bernie Mac,Comedy Romance,guess who
Anthony Minghella,Colin Firth,Drama Romance War,the english patient
Curtis Hanson,Kevin Spacey,Crime Drama Mystery Thriller,l.a. confidential
Mike Mitchell,Michael Angarano,Adventure Comedy Family Sci-Fi,sky high
Frank Oz,Tom Selleck,Comedy,in & out
Roger Donaldson,Natasha Henstridge,Action Horror Sci-Fi Thriller,species
Tarsem Singh,Dylan Baker,Horror Sci-Fi Thriller,the cell
Randall Wallace,Leonardo DiCaprio,Action Adventure,the man in the iron mask
Randall Wallace,Scott Glenn,Biography Drama Family History Sport,secretariat
Kevin Munroe,Chris Evans,Action Adventure Animation Comedy Family Fantasy Sci-Fi,tmnt
Michael Tollin,Alfre Woodard,Biography Drama Sport,radio
Will Gluck,Mila Kunis,Comedy Romance,friends with benefits
Nicholas Stoller,Chloë Grace Moretz,Comedy,neighbors 2: sorority rising
John Lee Hancock,Tom Hanks,Biography Comedy Drama History Music,saving mr. banks
Spike Lee,Denzel Washington,Biography Drama History Romance,malcolm x
